,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
384,5,9,7,6,4,7,8,6,6,7,7,6,6,10,2,5,5
385,5,11,7,8,4,8,9,6,10,5,6,6,0,8,9,7,2
386,4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8,15
387,4,7,6,5,5,10,6,2,5,10,4,7,3,7,5,11,24
388,6,11,6,8,4,6,10,1,10,11,9,5,2,8,4,4,21
389,2,3,4,2,2,9,7,4,6,10,4,6,2,8,3,8,8
390,4,9,4,4,2,8,5,4,7,8,6,8,3,9,8,11,14
391,4,9,6,7,4,6,10,5,6,10,8,3,1,10,4,7,1
392,3,4,5,3,3,5,9,3,5,10,8,8,3,9,3,7,3
393,6,11,8,8,8,9,7,3,6,9,4,6,3,8,5,9,24
394,3,5,4,3,2,7,9,6,7,7,9,9,3,9,1,8,20
395,4,5,6,4,5,7,8,3,5,7,8,9,7,10,3,7,10
396,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10,11
397,4,6,6,4,4,9,8,3,5,7,7,7,4,11,6,7,16
398,5,10,6,8,6,7,7,6,6,7,6,8,6,7,3,8,5
399,5,7,7,11,10,10,9,4,2,5,8,9,4,11,10,12,17
400,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,17
401,7,11,7,8,4,3,10,2,7,10,12,6,1,11,2,5,17
402,3,8,6,6,3,11,2,2,3,9,2,9,3,5,3,8,10
403,4,5,4,8,3,7,8,15,1,7,5,8,3,8,0,8,3
404,6,8,8,6,4,4,10,4,4,11,11,10,5,8,1,7,5
405,4,9,5,6,2,7,6,15,1,7,7,8,3,8,0,8,3
406,0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,18
407,6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,10,8
408,3,1,4,2,2,8,7,3,9,6,6,8,3,8,6,8,16
409,6,10,9,7,7,4,11,2,2,8,9,9,7,12,1,8,19
410,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8,9
411,5,10,5,8,4,7,7,8,5,10,7,7,3,8,4,8,13
412,3,9,4,7,4,8,7,7,5,7,6,7,2,8,8,8,2
413,2,8,4,5,1,9,15,1,6,5,11,9,0,8,0,8,21
414,2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,10,11
415,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,5
416,5,9,5,4,3,5,8,2,8,11,9,9,3,9,5,5,0
417,5,7,7,5,3,7,9,2,7,14,5,5,2,8,3,8,4
418,5,6,7,7,6,7,9,4,5,8,6,8,4,10,7,6,4
419,5,8,8,6,5,9,11,2,3,5,9,7,10,13,1,6,19
420,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,2
421,8,10,6,6,4,6,8,5,5,9,6,9,7,5,7,11,6
422,3,5,5,4,2,4,12,3,3,9,11,8,2,11,0,8,9
423,4,11,4,8,2,3,7,8,2,6,5,11,4,8,2,11,11
424,3,9,4,7,3,7,4,2,8,7,1,8,1,6,2,7,15
425,2,3,3,2,1,5,12,2,2,8,10,7,2,11,0,8,9
426,5,7,7,8,6,8,9,4,5,7,6,7,3,8,9,8,25
427,5,9,7,7,8,10,6,2,4,9,5,6,6,9,5,7,4
428,1,3,2,2,1,7,8,1,7,13,6,7,0,8,1,7,18
429,3,2,4,3,3,7,7,5,7,7,5,9,2,8,6,10,12
430,2,7,3,4,2,4,12,8,2,10,6,4,1,10,3,8,1
431,4,7,4,5,4,5,10,7,3,7,4,9,2,7,5,11,6
432,7,13,5,7,3,7,10,6,4,9,9,4,5,12,3,8,9
433,2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8,3
434,4,11,4,8,3,3,7,6,11,7,6,15,0,8,7,7,12
435,3,8,5,6,3,5,8,2,8,10,10,9,3,9,3,6,16
436,4,9,4,7,4,7,8,7,4,9,7,8,3,8,3,7,13
437,2,1,2,2,1,7,8,6,4,7,6,7,4,8,1,7,5
438,5,8,5,6,3,5,7,5,6,11,8,13,2,9,4,8,22
439,5,10,6,8,4,7,7,4,4,7,6,7,3,8,4,8,16
440,3,6,4,4,3,7,7,6,5,7,7,6,3,8,3,7,8
441,6,10,8,8,7,6,7,7,7,7,9,9,4,10,6,8,21
442,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,9,13
443,3,9,5,7,4,4,11,6,5,11,10,5,2,10,3,5,4
444,5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,18
445,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6,0
446,3,5,4,4,3,8,7,6,6,6,5,6,2,8,6,10,24
447,4,6,5,4,2,6,8,4,8,11,5,7,2,6,5,8,2
448,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8,7
449,8,15,7,8,5,6,7,4,7,9,6,7,5,9,7,5,8
450,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,15
451,4,4,6,3,3,10,6,3,4,9,4,7,7,6,2,8,7
452,5,9,6,6,4,6,7,6,9,5,6,12,1,7,4,9,22
453,4,4,5,6,5,9,10,2,3,7,9,5,4,10,5,5,1
454,5,8,7,6,4,4,9,3,9,11,9,10,2,8,4,5,12
455,2,3,3,5,3,8,7,7,3,6,6,9,3,8,5,10,14
456,2,3,3,2,2,7,7,5,5,9,7,10,2,8,4,9,23
457,2,3,3,4,3,8,9,6,1,5,8,10,3,9,5,10,14
458,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10,12
459,8,10,8,7,6,4,8,5,8,9,8,10,6,8,4,3,20
460,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7,10
461,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,23
462,4,6,5,4,3,8,7,8,6,7,4,5,3,7,3,7,5
463,1,1,2,2,1,10,6,3,5,12,4,10,1,7,1,7,25
464,3,8,4,6,2,7,9,4,2,7,12,8,2,10,0,8,9
465,4,9,4,6,2,7,7,14,2,5,6,8,6,8,0,8,5
466,5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,11
467,2,7,3,5,3,8,7,7,6,7,8,9,2,10,8,8,2
468,3,4,5,3,2,8,9,2,7,13,5,5,2,9,3,8,4
469,2,3,3,2,2,5,9,4,4,9,7,4,1,10,3,7,1
470,3,6,5,4,2,10,3,2,2,8,3,10,2,6,2,7,10
471,3,5,5,3,2,6,10,2,6,13,7,5,1,10,2,7,4
472,5,9,6,10,6,8,8,4,6,6,7,7,3,9,9,8,25
473,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,25
474,7,12,7,7,4,1,9,2,3,9,11,9,8,10,1,6,19
475,5,9,5,5,3,5,8,4,6,9,6,6,4,10,6,5,8
476,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,8,13
477,7,11,7,6,4,10,4,5,6,12,3,9,5,6,5,10,8
478,2,1,2,2,2,6,8,4,5,6,5,7,2,7,4,9,6
479,1,0,2,0,0,7,9,3,1,7,13,8,1,11,0,8,17
480,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,17
481,4,7,5,5,2,7,10,3,5,14,5,3,0,10,3,8,1
482,3,1,4,2,2,6,9,5,6,7,9,9,3,9,1,8,20
483,7,8,7,10,6,7,8,6,4,8,9,10,4,8,8,8,14
484,4,4,5,3,2,5,12,2,3,9,11,7,4,11,1,7,9
485,3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,0
486,4,7,5,5,2,4,8,5,6,11,11,10,3,9,1,7,20
487,3,5,6,4,3,7,7,2,7,10,5,9,6,8,5,8,11
488,3,5,4,4,2,6,7,5,5,9,7,10,2,9,4,10,23
489,3,8,4,6,3,7,8,3,11,8,6,8,0,8,7,7,0
490,4,6,6,4,4,9,7,4,6,10,4,5,3,8,3,8,8
491,9,12,12,7,5,10,2,3,2,10,2,9,8,1,1,8,7
492,5,11,8,8,7,10,8,5,1,6,10,7,9,13,1,5,19
493,3,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8,7
494,3,8,5,6,4,7,7,3,8,5,6,10,3,7,6,8,16
495,3,7,5,5,4,5,10,4,4,10,8,4,1,10,3,7,1
496,3,5,3,4,3,7,7,5,7,7,6,9,2,8,5,10,12
497,5,10,6,7,7,7,5,6,3,7,6,11,4,8,7,7,23
498,4,9,5,8,5,6,8,4,6,7,6,9,3,9,9,10,15
499,1,1,1,1,0,3,12,4,3,11,9,6,0,8,2,7,4
500,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,8
501,4,8,5,6,4,8,7,5,6,8,5,8,3,6,6,11,6
502,1,0,1,0,0,8,7,4,6,5,6,8,0,8,7,8,2
503,3,7,4,5,3,5,10,4,5,10,10,6,2,10,3,6,4
504,2,7,4,4,1,10,15,1,5,4,11,9,0,8,0,8,21
505,3,6,5,4,2,8,2,2,2,7,1,8,2,6,3,7,10
506,4,8,6,6,3,7,8,3,4,10,6,7,5,8,1,7,5
507,4,8,4,5,2,7,5,15,1,7,8,8,3,8,0,8,3
508,3,2,4,4,3,7,7,5,8,7,5,9,2,8,6,10,12
509,4,5,7,3,4,9,6,3,5,9,4,7,9,7,2,8,7
510,3,7,5,5,6,7,6,4,3,6,5,10,6,8,6,10,23
511,2,3,3,1,2,9,6,3,6,10,4,6,2,8,2,9,8
512,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1,10
513,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8,17
514,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,5
515,6,11,8,8,8,8,6,8,5,7,6,9,6,8,5,6,20
516,2,7,4,5,2,5,11,3,6,11,9,5,0,9,3,6,1
517,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,21
518,5,9,6,6,5,7,6,3,5,6,6,9,3,7,10,9,16
519,5,10,6,7,2,7,7,5,4,7,6,8,3,8,4,8,16
520,5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8,4
521,3,7,5,5,1,7,8,4,3,7,13,8,3,9,0,8,9
522,3,8,5,7,4,8,7,7,5,6,6,9,3,8,4,10,14
523,6,9,8,8,7,7,7,5,4,5,7,8,7,7,2,6,20
524,3,4,4,3,1,4,8,5,7,11,9,12,1,9,2,7,22
525,5,9,4,4,2,5,11,3,4,12,7,4,1,8,5,4,4
526,2,4,4,3,2,10,7,1,8,10,3,7,2,7,3,8,16
527,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,1
528,4,3,6,4,2,4,8,5,1,7,9,8,8,10,0,8,19
529,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,13
530,2,4,3,3,2,8,7,3,5,9,6,6,2,8,5,9,24
531,1,5,0,8,0,7,7,4,4,7,6,8,0,8,0,8,18
532,4,7,6,5,6,6,6,4,4,8,6,11,6,9,3,9,22
533,11,11,11,6,5,4,9,5,6,4,2,12,9,11,2,8,7
534,7,10,9,8,7,6,7,7,8,7,8,9,4,10,7,7,21
535,5,8,7,12,12,9,7,4,1,6,8,9,6,12,8,9,17
536,4,8,6,6,8,9,6,2,2,8,4,8,7,7,2,5,7
537,5,7,5,5,3,6,11,3,6,11,9,5,3,11,3,4,21
538,4,6,6,6,5,6,7,2,5,7,7,9,3,9,8,8,16
539,3,9,5,6,3,9,3,2,3,7,1,8,2,6,2,7,10
540,5,8,7,7,6,5,8,4,9,8,7,9,3,9,7,6,21
541,4,8,5,6,3,6,7,6,6,10,8,10,2,9,4,9,23
542,7,9,6,4,5,9,7,3,5,9,4,7,7,5,7,8,24
543,3,10,4,8,3,5,7,6,7,7,6,13,1,8,4,10,22
544,7,9,6,5,4,7,7,5,5,9,4,9,6,5,7,11,6
545,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8,18
546,2,6,3,4,2,7,8,8,7,10,6,11,2,11,4,9,22
547,3,7,5,5,4,9,6,7,5,7,6,8,3,8,4,5,20
548,3,8,4,6,2,7,7,14,2,5,6,8,5,8,0,8,5
549,4,4,6,3,3,6,7,1,8,10,8,8,2,8,3,7,16
550,9,13,8,8,5,8,5,4,6,6,7,6,6,8,4,6,20
551,4,6,5,4,3,6,8,6,8,7,10,9,3,9,1,8,20
552,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6,4
553,7,11,5,6,2,7,7,7,7,12,6,9,2,9,5,9,22
554,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,10,22
555,2,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,17
556,3,5,4,4,3,8,7,7,4,9,6,8,3,8,3,8,13
557,4,2,5,4,2,6,8,5,8,6,9,9,3,9,1,7,20
558,3,4,4,3,2,7,7,6,4,9,6,8,2,8,2,8,13
559,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,18
560,5,9,6,6,5,6,7,7,7,8,9,8,3,9,6,9,21
561,3,1,4,3,3,8,6,6,4,7,7,8,7,6,2,7,7
562,3,2,5,3,1,6,12,3,4,8,11,8,2,10,1,8,9
563,4,7,4,5,2,7,7,14,2,4,6,8,6,8,0,8,5
564,7,11,9,8,5,6,12,3,6,14,6,2,0,10,3,9,1
565,4,8,5,6,2,8,6,8,7,7,5,8,3,8,4,8,13
566,8,9,11,8,12,7,9,4,4,7,5,8,12,6,6,7,7
567,5,9,6,6,5,9,7,4,5,10,5,6,3,8,3,8,8
568,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,8,21
569,5,10,7,8,5,7,6,9,4,7,5,9,3,9,4,6,13
570,3,5,6,4,2,7,11,1,7,7,11,8,2,11,2,8,17
571,4,10,5,7,5,8,7,6,7,6,6,6,2,8,7,10,24
572,7,13,7,8,4,6,7,3,6,9,9,10,6,10,3,7,11
573,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8,18
574,4,6,5,8,5,7,10,4,3,6,9,11,3,8,6,8,14
575,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,10
576,3,11,4,8,2,7,7,4,14,10,6,8,0,8,8,8,0
577,3,4,4,6,1,11,2,10,3,13,8,14,1,6,0,8,25
578,7,9,10,7,7,7,7,1,6,10,5,9,3,8,4,9,11
579,2,7,3,5,3,6,8,5,10,7,6,10,1,9,8,7,0
580,5,8,7,6,6,9,6,4,6,10,5,7,2,8,5,10,24
581,8,13,6,10,5,11,5,2,5,12,4,8,2,9,6,13,25
582,1,0,2,0,0,7,7,2,10,8,6,8,0,8,6,8,0
583,5,9,8,7,5,4,8,1,8,10,11,10,3,9,3,5,16
584,2,7,2,5,1,11,3,10,3,12,7,13,1,6,0,8,25
585,5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,11
586,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,18
587,2,3,2,2,1,4,11,3,6,11,10,4,1,11,2,5,17
588,5,8,6,7,5,6,6,5,5,8,5,7,3,6,5,7,13
589,6,11,6,6,3,6,10,2,7,12,7,6,2,9,5,4,21
590,2,4,4,3,2,8,7,3,4,9,4,6,3,7,3,9,6
591,5,11,8,8,4,8,2,2,3,6,2,7,5,7,6,8,10
592,6,10,5,7,3,6,11,1,9,11,9,4,0,10,3,4,21
593,2,6,3,4,1,13,2,8,4,14,4,12,0,7,0,8,25
594,3,7,4,5,3,7,8,7,5,10,8,7,3,8,3,8,13
595,4,5,4,7,2,1,12,5,6,12,11,8,0,8,2,5,4
596,4,9,6,6,2,9,5,3,1,8,1,8,2,7,2,8,10
597,4,7,6,5,6,9,6,4,6,10,5,7,2,8,5,10,24
598,2,3,2,1,1,8,7,5,8,6,6,7,1,8,6,8,0
599,4,11,5,8,5,8,8,8,6,7,4,6,2,7,8,8,2
600,5,9,8,7,7,6,11,2,2,7,8,8,8,11,1,8,19
601,2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,15
602,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8,21
603,6,7,8,6,8,8,8,4,4,7,6,7,10,8,5,5,7
604,6,10,8,7,7,7,8,7,4,8,7,9,3,9,8,9,1
605,3,8,4,6,2,7,8,0,8,14,6,7,0,8,1,7,18
606,3,9,4,7,1,12,2,10,4,13,6,13,1,6,0,8,25
607,5,4,6,7,2,5,7,7,11,7,5,12,1,9,4,8,22
608,4,8,6,6,4,9,6,2,7,11,5,9,3,7,6,10,12
609,1,0,2,0,0,8,9,3,2,7,12,8,2,10,0,8,9
610,3,7,5,6,4,7,8,2,4,7,8,9,5,8,3,6,10
611,4,9,4,6,3,3,7,6,11,7,6,15,0,8,7,7,12
612,7,11,9,8,9,8,7,5,5,7,6,7,7,6,9,14,11
613,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7,9
614,8,12,9,6,5,6,9,2,8,11,8,8,4,9,4,5,16
615,6,8,6,9,7,8,7,7,2,8,7,10,3,8,6,7,14
616,3,3,4,2,2,7,8,5,5,7,5,7,2,7,4,8,6
617,4,6,6,4,3,6,13,7,2,11,5,2,1,10,4,7,1
618,1,2,2,3,1,8,7,5,2,8,7,9,2,9,3,9,14
619,2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,2
620,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8,7
621,2,2,3,3,2,7,7,5,9,6,6,8,2,8,7,8,0
622,1,0,2,1,1,8,7,4,7,5,6,7,0,8,7,8,2
623,3,4,5,3,2,6,10,2,6,13,6,5,1,9,3,7,4
624,3,3,3,5,1,0,1,6,6,0,1,6,0,8,0,8,15
625,4,7,6,5,3,10,1,3,3,9,2,8,3,6,4,9,10
626,3,7,5,5,2,7,10,1,2,7,12,8,1,11,0,8,17
627,10,15,9,8,5,7,6,5,6,9,4,5,5,8,6,9,8
628,3,7,3,4,2,7,9,14,3,7,3,8,3,8,0,8,3
629,4,2,5,4,4,7,8,6,6,7,6,8,3,8,3,8,3
630,2,1,3,2,2,8,6,6,3,7,7,9,6,5,1,8,7
631,6,10,8,7,5,8,8,3,7,10,5,7,2,8,5,8,2
632,8,10,8,8,5,5,11,2,7,11,10,5,2,12,2,4,21
633,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,18
634,3,9,5,6,2,9,6,3,1,8,0,8,2,7,1,8,10
635,3,2,3,3,2,8,8,6,5,7,6,7,2,8,9,8,2
636,3,5,4,6,3,6,11,9,4,7,2,9,3,7,5,11,6
637,5,8,6,9,7,8,7,6,3,8,8,10,3,9,5,8,14
638,3,7,5,5,2,6,4,1,9,8,2,11,0,8,2,8,15
639,10,14,8,8,4,11,1,3,0,10,4,11,3,4,4,10,10
640,6,9,6,7,3,4,9,2,8,10,11,6,2,10,4,3,17
641,4,11,6,8,3,10,10,1,3,6,12,8,1,11,0,8,17
642,2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8,24
643,3,2,4,4,3,6,7,5,5,6,5,7,3,7,4,8,6
644,3,7,4,5,2,6,3,1,8,8,2,11,0,7,2,8,15
645,5,7,5,5,5,5,10,3,2,9,8,7,6,11,2,6,19
646,3,5,5,3,2,7,8,2,4,10,6,6,5,8,0,7,5
647,4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8,9
648,4,8,6,6,3,9,2,2,2,7,1,8,2,7,3,7,10
649,1,0,2,1,0,8,7,7,4,7,6,8,2,8,3,8,13
650,7,9,7,4,3,5,10,2,2,9,10,8,8,12,0,7,19
651,4,5,6,7,3,9,6,9,8,8,4,9,3,8,4,8,13
652,4,6,6,4,4,5,6,4,7,6,6,10,3,8,5,9,11
653,4,7,5,5,3,7,6,8,5,7,5,8,3,8,3,8,13
654,5,10,7,8,4,7,3,2,9,7,1,9,1,6,3,7,15
655,2,3,4,2,2,6,9,3,6,10,7,8,3,8,3,8,3
656,2,6,4,4,1,5,4,1,9,7,1,9,0,7,2,7,15
657,4,8,6,6,5,8,7,8,4,7,6,7,3,8,3,7,13
658,3,5,5,3,3,6,8,2,8,11,8,9,2,9,4,7,12
659,2,6,3,4,0,9,10,2,2,6,12,8,1,11,0,8,17
660,4,4,7,3,4,6,6,3,4,10,9,10,7,6,2,8,7
661,3,8,4,6,2,5,7,10,8,6,5,5,3,8,4,8,8
662,5,8,5,6,3,3,8,5,7,10,10,10,3,9,2,6,20
663,3,5,5,4,4,9,6,3,6,10,5,7,2,8,5,10,24
664,4,9,6,7,6,7,7,8,6,6,5,5,3,9,4,8,8
665,2,3,4,2,2,9,11,3,2,5,9,7,6,10,0,8,19
666,4,9,6,7,4,8,6,2,9,12,5,9,3,6,8,8,0
667,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9,2
668,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9,0
669,11,14,10,8,4,6,8,3,7,9,8,10,6,8,4,6,11
670,2,4,4,3,2,7,9,4,4,12,5,3,1,10,3,8,1
671,4,7,5,5,3,7,7,4,8,11,8,8,2,10,5,6,2
672,5,10,8,8,4,7,10,2,7,6,12,9,2,11,2,8,17
673,2,5,3,4,2,4,4,4,7,2,1,6,0,7,1,6,15
674,1,0,2,0,0,7,10,1,3,7,12,8,1,11,0,8,17
675,3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,12
676,3,3,5,5,2,7,5,3,1,6,1,8,2,7,2,7,10
677,7,15,6,8,5,11,4,4,6,10,5,7,3,9,7,12,14
678,6,9,6,10,6,8,6,7,4,9,6,10,4,10,7,6,14
679,1,1,2,1,1,6,9,7,3,7,5,8,2,7,4,10,6
680,2,5,4,4,1,5,13,3,5,13,7,3,0,9,2,6,4
681,2,3,3,4,2,7,8,5,1,7,8,10,2,9,5,8,14
682,3,3,3,4,1,1,12,5,4,11,10,7,0,8,3,7,4
683,6,10,7,8,4,6,7,7,8,10,7,10,2,10,5,9,23
684,7,10,9,8,7,9,7,4,7,10,5,6,2,8,6,10,24
685,3,2,5,4,3,7,10,2,2,7,9,8,7,11,0,8,19
686,4,5,4,8,2,1,12,5,4,11,10,7,0,8,3,6,4
687,6,9,6,6,3,2,11,4,6,13,12,6,1,11,2,5,17
688,4,5,5,4,3,6,7,4,7,6,6,10,3,8,5,9,11
689,2,2,3,3,2,7,8,5,4,7,6,6,5,9,2,5,5
690,2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8,25
691,4,8,6,6,5,8,5,1,6,9,4,10,4,8,4,10,11
692,4,7,5,5,2,5,8,7,10,6,7,11,1,7,4,8,22
693,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,8,0
694,6,11,7,8,4,2,8,5,9,10,10,14,1,7,3,7,22
695,4,10,4,7,3,1,12,4,4,11,10,8,0,8,2,6,4
696,4,5,4,7,3,7,7,14,2,5,6,8,6,8,0,8,5
697,4,5,6,3,2,7,8,2,5,10,6,6,5,8,1,7,5
698,2,1,2,2,2,6,7,4,4,6,5,6,2,7,3,8,6
699,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7,14
700,11,13,11,7,6,11,11,7,3,4,7,9,10,13,3,6,7
701,5,6,7,5,7,7,9,4,4,7,5,7,9,8,5,5,7
702,7,10,6,5,3,8,6,3,5,9,8,6,4,10,4,5,17
703,4,9,5,7,2,7,5,15,5,7,13,8,3,9,0,8,20
704,1,1,2,1,1,7,7,3,7,6,6,8,2,8,5,8,16
705,3,4,5,6,4,9,10,7,4,7,7,6,4,10,5,5,17
706,3,3,4,1,1,4,10,2,7,10,10,5,1,10,3,4,17
707,4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7,21
708,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,18
709,4,8,6,6,4,8,7,6,6,9,5,7,3,8,5,11,6
710,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5,4
711,7,11,8,6,4,8,8,2,8,11,6,7,4,12,4,8,16
712,4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9,7
713,2,6,3,4,2,4,5,1,9,3,2,8,0,7,2,5,15
714,5,11,6,8,8,8,7,4,6,7,6,6,6,8,6,10,24
715,4,8,5,6,2,6,9,7,10,5,7,12,1,6,4,8,22
716,8,12,8,6,6,7,8,3,6,9,3,8,6,6,6,6,6
717,2,3,3,2,1,6,11,3,5,12,7,4,1,9,1,7,4
718,2,5,4,3,2,7,10,1,7,7,11,8,2,11,2,8,17
719,4,6,6,4,5,11,6,1,5,9,5,6,5,9,4,7,4
720,6,11,8,8,8,7,8,6,8,8,6,8,9,7,4,8,3
721,4,9,6,6,2,7,8,7,10,5,6,13,1,7,4,9,22
722,3,6,5,4,4,11,5,3,4,9,3,6,7,6,2,8,7
723,2,4,3,3,2,6,8,7,8,8,7,13,1,9,4,10,22
724,3,9,4,7,2,7,6,8,7,6,6,10,2,7,5,10,23
725,2,3,3,2,1,6,11,2,7,11,9,5,1,10,2,5,21
726,5,10,5,8,4,6,8,9,7,7,6,7,2,8,9,10,24
727,1,0,2,0,0,7,9,2,1,6,12,8,1,10,0,8,17
728,2,4,4,3,2,7,7,2,9,11,6,8,1,8,5,8,0
729,2,1,3,1,1,8,6,6,6,6,5,9,1,7,6,10,23
730,4,8,7,6,6,8,7,2,6,7,6,7,5,7,7,8,16
731,4,4,5,3,3,4,11,3,2,9,9,7,6,12,1,6,19
732,3,2,5,4,3,7,6,6,6,6,6,10,2,9,4,9,23
733,3,6,5,4,7,9,7,5,1,7,6,8,7,10,2,7,19
734,3,5,4,3,2,4,10,1,7,10,10,6,1,11,3,4,17
735,5,8,6,7,3,8,9,8,6,5,8,9,3,7,6,10,14
736,6,11,8,8,5,6,6,6,7,6,6,8,3,8,4,7,23
737,4,8,4,6,4,3,8,5,9,7,6,14,0,8,6,8,12
738,2,1,3,1,1,9,12,3,2,5,11,8,2,11,0,8,9
739,8,11,8,8,6,7,11,4,8,11,9,4,6,12,6,5,21
740,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,18
741,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,23
742,7,11,10,8,12,8,8,6,2,7,7,8,10,9,7,11,13
743,7,14,6,8,5,7,7,5,4,9,5,6,4,9,9,8,23
744,3,7,5,5,3,8,8,5,5,8,5,7,3,7,5,10,6
745,5,7,7,6,8,5,8,5,4,6,5,9,11,9,4,8,7
746,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,18
747,3,7,4,5,2,4,3,5,8,1,1,5,0,7,1,5,15
748,5,7,4,10,3,8,8,3,3,12,4,5,2,8,7,9,25
749,9,14,8,8,5,7,5,4,9,10,4,9,3,7,9,9,14
750,5,9,7,7,7,10,11,2,2,6,8,7,9,13,2,8,19
751,4,9,5,6,4,7,6,12,4,6,12,8,3,9,0,8,20
752,4,9,4,4,2,5,10,2,6,11,8,6,2,9,4,3,21
753,6,8,8,7,8,5,10,4,5,8,7,9,4,10,9,7,12
754,4,8,6,6,3,5,11,3,4,8,12,9,2,10,1,8,9
755,2,2,1,4,1,7,7,1,7,7,6,8,0,8,3,8,18
756,5,7,5,5,3,3,9,5,6,11,11,9,3,9,1,6,20
757,7,9,9,8,8,6,7,5,8,7,6,9,6,4,8,3,8
758,2,3,3,1,1,5,11,2,5,13,6,4,1,9,1,8,4
759,10,14,7,8,4,6,8,5,4,7,4,6,5,9,5,7,13
760,4,8,4,6,2,3,6,6,11,7,7,14,0,8,7,7,12
761,3,5,4,7,7,7,5,4,2,7,7,9,5,10,4,8,17
762,4,6,5,4,4,8,6,7,5,7,6,9,3,8,4,6,20
763,2,1,3,1,2,8,6,6,4,7,7,8,6,5,1,7,7
764,3,6,4,4,3,8,8,7,4,7,7,7,3,8,2,8,13
765,4,9,3,4,2,8,7,3,4,10,5,8,3,9,8,11,12
766,3,7,4,5,4,7,9,6,5,8,5,9,3,6,5,10,6
767,5,9,5,5,2,4,8,4,6,9,11,11,5,9,3,6,11
768,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,8,3
769,2,0,2,1,1,8,7,7,4,6,6,8,2,8,3,8,14
