@relation letter-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1-weka.filters.unsupervised.attribute.RandomProjection-N16-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
18,-21,51,72,-87,-84,-45,9,0,75,-51,51,-84,-63,-51,-15,B
6,24,72,198,-168,-177,-147,-27,21,108,3,90,-153,-129,-57,-45,H
12,-18,63,90,-90,-105,-54,9,3,126,-45,42,-102,-42,-39,-18,H
27,-42,105,90,-57,-90,-57,63,-6,174,-57,51,-102,-18,-27,-3,I
-15,-9,57,144,-156,-132,-69,-21,24,111,-78,75,-96,-60,-42,-21,H
6,-9,69,150,-87,-108,-105,21,-12,132,-6,72,-117,-102,-39,-30,C
-18,-12,42,57,-42,-60,-42,24,-24,84,-12,36,-96,-57,-66,-45,C
-18,-12,57,138,-129,-117,-84,-3,3,111,-57,81,-99,-72,-66,-48,T
27,-24,3,-9,-45,-57,6,-15,-21,66,-45,-3,-69,-45,-63,-24,M
-6,-15,18,-0,-39,-42,6,12,-30,42,-54,18,-75,-45,-75,-24,R
-21,-15,51,123,-117,-93,-48,-0,9,93,-78,69,-75,-45,-24,-6,K
15,-21,3,-51,-18,-45,48,0,-39,81,-72,-30,-78,-3,-60,-6,W
6,-48,51,36,-39,-39,0,42,-21,102,-84,36,-57,-9,-30,0,T
12,-27,51,75,-60,-72,-33,24,-18,117,-60,39,-81,-39,-24,-0,T
30,-36,99,90,-63,-99,-60,48,3,177,-45,42,-102,-18,-24,-6,I
-72,30,45,129,-48,-54,-81,30,-24,51,15,69,-90,-75,-42,-39,L
-18,-0,72,171,-135,-126,-114,12,-6,81,-30,105,-135,-117,-69,-45,B
-21,0,96,204,-141,-144,-126,15,18,144,-30,99,-126,-66,-24,-30,I
-6,-30,45,81,-81,-66,-21,18,-12,90,-87,54,-69,-39,-27,3,K
18,-36,21,0,-33,-48,9,3,-12,93,-42,-3,-63,-15,-39,-18,U
36,-30,42,6,-21,-66,-0,18,-18,129,-33,-15,-90,3,-18,-0,V
39,-27,9,-69,12,-12,33,27,-48,18,-33,-12,-75,-66,-84,-9,Q
-30,3,57,117,-102,-111,-90,6,-9,96,-9,69,-129,-96,-96,-72,G
-6,-15,36,75,-69,-72,-54,12,-24,81,-30,54,-93,-102,-84,-45,O
-0,-39,63,30,-45,-51,-12,42,-9,99,-63,36,-72,-15,-57,-21,Z
-15,0,57,96,-78,-99,-84,15,-15,99,3,57,-126,-102,-96,-66,G
-9,-30,36,42,-42,-48,-0,30,-36,78,-66,30,-90,-24,-30,-3,Y
42,-12,48,144,-138,-126,-108,-24,18,84,-27,81,-87,-129,-51,-27,A
30,-30,21,-12,-42,-48,21,3,-12,63,-66,-0,-60,-21,-39,6,M
-9,3,78,186,-174,-156,-114,-15,30,108,-48,99,-123,-99,-51,-30,R
-15,-3,72,147,-126,-120,-96,15,-6,81,-39,93,-132,-99,-69,-39,B
0,-15,33,66,-78,-84,-15,3,-24,105,-84,30,-90,-30,-30,3,W
-24,3,102,201,-105,-129,-141,36,3,159,0,96,-126,-66,-30,-45,E
36,-36,33,9,-27,-60,3,15,-24,111,-42,-6,-87,-12,-21,0,V
63,-39,24,-105,42,-12,54,36,-36,66,-24,-51,-72,0,-51,6,F
36,-24,39,33,-45,-60,-27,21,-24,69,-36,30,-87,-84,-57,-6,O
39,-18,48,66,-93,-102,-60,-12,18,96,-24,36,-81,-72,-60,-30,O
-15,27,51,195,-204,-204,-117,-63,24,153,-63,72,-141,-66,-51,-45,W
18,-21,45,0,-45,-60,3,21,-12,75,-54,12,-87,-42,-66,-6,H
12,-24,33,-12,-18,-30,9,36,-36,36,-45,18,-84,-54,-69,-9,G
-75,39,69,192,-66,-78,-123,39,-18,90,21,93,-99,-87,-24,-33,L
3,12,63,171,-153,-162,-123,-27,18,123,-12,75,-135,-102,-57,-48,P
21,-24,33,15,-57,-57,-24,15,-21,36,-39,39,-87,-93,-99,-36,S
33,-15,36,72,-75,-72,-54,9,-18,42,-36,57,-84,-111,-57,-9,A
-9,0,54,141,-99,-102,-90,9,-12,84,-18,75,-114,-99,-42,-27,D
9,-18,63,117,-102,-108,-75,9,-0,117,-39,63,-105,-75,-48,-27,D
36,-36,84,48,-45,-78,-30,45,0,150,-51,24,-87,-15,-27,6,J
-18,0,72,150,-129,-132,-102,3,6,114,-30,81,-126,-78,-66,-51,L
-81,57,54,270,-195,-171,-147,-48,33,126,-27,108,-111,-102,-18,-33,M
-6,6,51,135,-126,-135,-66,-12,-9,129,-72,54,-120,-48,-27,-6,W
21,-6,15,57,-72,-87,-24,-21,-15,96,-45,12,-84,-57,-27,-0,W
-6,3,63,195,-174,-159,-120,-27,21,114,-51,96,-114,-78,-36,-36,T
-30,-15,60,144,-102,-96,-60,21,-18,105,-63,75,-114,-48,-15,-9,Y
51,-36,-9,-120,33,3,84,18,-51,27,-60,-51,-57,-15,-57,18,W
12,-6,90,177,-138,-147,-117,12,9,141,-42,90,-129,-87,-39,-21,D
-6,0,105,174,-153,-171,-120,6,27,174,-36,81,-147,-63,-60,-45,E
-9,-12,36,9,-33,-60,-12,15,-18,90,-24,6,-90,-21,-72,-42,K
33,-21,36,60,-57,-69,-45,12,-21,75,-27,39,-87,-96,-51,-12,O
-18,9,51,165,-171,-153,-90,-33,15,111,-78,81,-108,-63,-48,-30,K
21,0,54,156,-150,-147,-117,-36,33,111,-15,72,-96,-93,-48,-45,Q
12,-18,27,-27,-18,-36,3,27,-36,27,-24,12,-96,-72,-99,-33,G
6,-15,78,153,-153,-132,-96,-0,24,90,-54,96,-111,-96,-57,-27,Q
-9,-30,69,129,-96,-99,-66,12,15,150,-48,57,-78,-6,-6,-24,Y
21,-27,30,-33,0,-33,9,36,-45,63,-27,0,-96,-57,-87,-27,C
-12,6,105,210,-189,-198,-141,-15,42,186,-39,93,-150,-66,-57,-54,E
60,-48,66,-21,-6,-54,0,45,-12,135,-33,-9,-84,-18,-48,-3,J
12,-27,51,66,-81,-102,-39,-9,18,153,-36,15,-81,0,-30,-33,K
-33,24,63,216,-219,-213,-132,-63,39,159,-51,84,-147,-54,-54,-66,U
-0,-18,33,27,-63,-60,-21,15,-24,33,-45,42,-96,-75,-90,-36,B
-3,-6,84,180,-141,-153,-111,-6,27,177,-36,72,-114,-48,-21,-30,K
21,-21,42,6,-18,-63,-27,27,-33,102,-3,6,-111,-60,-84,-45,C
12,3,51,159,-147,-165,-90,-48,33,174,-30,36,-111,-33,3,-18,N
21,-42,45,42,-42,-42,-9,39,-30,90,-84,42,-60,-45,-36,9,T
39,-12,-9,3,-15,-21,-6,12,-63,-6,-27,24,-78,-147,-69,6,N
15,-18,30,24,-57,-72,0,3,-18,96,-69,9,-81,-21,-39,0,W
15,-12,90,120,-126,-132,-84,18,12,108,-42,75,-138,-96,-72,-24,Q
-18,-3,87,246,-198,-171,-144,-18,39,135,-51,123,-117,-87,-21,-33,B
15,-45,18,-57,15,0,54,48,-60,45,-78,-3,-69,-18,-60,3,T
33,-42,57,-24,-18,-42,21,45,-18,93,-66,3,-78,-9,-51,6,F
3,-30,96,180,-126,-105,-99,39,9,120,-75,114,-87,-81,-21,-0,T
24,3,60,132,-132,-135,-99,-18,21,108,-30,66,-99,-99,-57,-27,A
-12,-15,33,111,-93,-72,-45,6,-18,75,-75,69,-69,-78,-33,-3,N
-42,-3,78,219,-150,-111,-129,24,-3,63,-48,144,-111,-132,-54,-36,S
-30,3,105,183,-105,-126,-123,33,18,174,-12,84,-111,-51,-33,-39,L
9,-6,84,117,-129,-141,-81,6,15,123,-45,63,-135,-66,-66,-30,B
-21,-36,90,195,-135,-114,-96,24,18,159,-81,105,-78,-24,0,-18,T
15,-27,51,12,-42,-51,-6,36,-21,69,-60,30,-84,-54,-72,-9,D
-18,-15,72,129,-120,-102,-72,21,0,72,-57,90,-114,-81,-60,-27,Q
6,-21,69,123,-96,-99,-72,24,-9,111,-51,72,-105,-72,-39,-15,P
21,-24,39,18,-48,-72,-9,6,-6,108,-42,3,-81,-15,-42,-15,H
-12,9,99,213,-177,-177,-138,-3,27,147,-42,105,-144,-87,-48,-36,B
3,-27,30,24,-27,-36,0,33,-42,60,-54,27,-84,-51,-45,-3,U
-6,-12,27,54,-84,-87,-18,-12,-9,96,-66,24,-84,-27,-48,-21,A
30,6,51,96,-60,-96,-81,12,-18,99,9,39,-114,-108,-42,-12,K
-3,-18,39,66,-93,-78,-27,6,-12,60,-75,54,-87,-66,-63,-15,X
-9,0,63,171,-132,-132,-105,-3,0,123,-42,84,-114,-84,-39,-30,N
9,18,72,168,-180,-207,-141,-36,9,144,-12,75,-189,-114,-108,-84,Y
42,-39,15,3,-21,-27,24,30,-57,33,-72,18,-87,-75,-24,36,Y
-6,-27,69,159,-108,-114,-81,6,12,165,-45,63,-90,-18,9,-18,Y
42,-15,72,102,-102,-114,-78,9,12,114,-36,57,-99,-93,-51,-9,A
69,-12,15,18,-12,-54,-51,18,-60,57,12,21,-105,-171,-93,-21,H
39,-21,36,72,-84,-114,-42,-27,12,153,-27,3,-90,-24,-9,-12,N
75,-18,9,30,-21,-42,-39,15,-54,21,0,30,-93,-177,-57,12,H
33,-36,48,-18,24,-15,3,69,-57,75,-36,12,-84,-48,-57,0,I
-6,-9,72,144,-138,-123,-87,3,15,93,-51,87,-111,-90,-57,-27,D
-36,-18,36,42,-69,-57,-15,15,-15,57,-60,45,-81,-36,-81,-45,X
3,9,45,111,-111,-138,-57,-27,6,153,-45,21,-114,-24,-15,-9,W
39,-42,18,27,-33,-45,3,18,-45,69,-57,18,-87,-60,-18,15,V
30,-21,66,135,-105,-114,-96,12,-6,117,-30,75,-111,-108,-48,-24,O
18,-15,63,129,-108,-102,-93,18,-12,69,-36,90,-111,-123,-66,-27,S
12,-36,51,39,-12,-21,6,72,-63,51,-81,45,-93,-45,-12,39,T
-12,-9,45,30,-42,-66,-21,21,-18,87,-27,18,-99,-27,-63,-33,K
33,-3,-6,42,-36,-54,-48,-3,-60,36,-3,33,-96,-168,-90,-30,N
3,-36,63,108,-96,-87,-48,12,15,123,-66,57,-66,-15,-9,-9,Z
9,-24,84,102,-102,-114,-60,18,18,153,-57,51,-99,-33,-42,-18,F
3,-6,51,111,-120,-123,-78,-15,9,117,-42,57,-99,-72,-69,-45,F
-18,-12,12,66,-90,-69,3,-6,-33,69,-117,42,-72,-45,-36,12,W
18,-18,30,36,-78,-78,-42,-3,-12,45,-27,42,-96,-99,-102,-51,S
-6,0,63,171,-168,-156,-105,-30,30,111,-39,81,-120,-75,-42,-39,R
33,-27,30,-12,-9,-51,15,21,-33,105,-39,-18,-90,-12,-27,6,V
18,9,57,120,-66,-102,-93,18,-24,108,6,51,-123,-108,-39,-15,K
-27,-3,99,174,-96,-102,-111,48,0,135,-36,99,-99,-66,-36,-24,L
33,-33,21,-60,18,-18,51,36,-48,66,-57,-27,-78,-3,-36,18,V
0,0,63,150,-150,-147,-108,-18,15,108,-33,81,-123,-96,-75,-54,J
6,-6,72,153,-159,-153,-93,-15,21,132,-69,78,-114,-66,-51,-27,F
30,-48,72,-6,-9,-42,6,60,-18,126,-60,9,-75,6,-42,-0,I
-12,-6,48,48,-69,-84,-42,12,-12,78,-24,36,-111,-60,-90,-51,E
45,-21,45,12,-15,-42,-15,45,-42,54,-36,24,-93,-84,-51,15,P
18,9,60,84,-75,-105,-75,15,-15,78,-3,45,-132,-96,-66,-24,R
-0,-27,57,138,-108,-84,-57,27,-24,75,-90,93,-96,-90,-24,12,V
72,-27,6,-9,3,-21,-9,27,-63,12,-12,15,-87,-144,-57,15,H
-24,-6,93,198,-99,-111,-138,36,3,147,0,102,-105,-81,-33,-48,E
3,-33,63,102,-78,-90,-51,18,0,150,-54,45,-81,-12,-15,-18,X
39,-24,57,96,-75,-90,-69,21,-18,102,-36,57,-99,-93,-42,-9,O
21,-30,12,-42,3,-12,30,30,-48,39,-54,-0,-63,-48,-69,-6,N
33,-24,66,90,-75,-108,-72,9,6,153,-12,33,-102,-54,-39,-30,C
6,-6,66,150,-117,-120,-96,6,0,111,-36,78,-111,-90,-39,-21,X
12,-21,36,57,-60,-60,-30,18,-24,57,-48,45,-84,-72,-48,-9,D
-12,3,57,180,-150,-150,-117,-24,12,126,-21,81,-126,-93,-48,-51,T
3,-15,75,168,-129,-105,-96,27,-9,78,-69,114,-105,-129,-48,-3,O
36,-33,54,84,-63,-81,-51,21,-15,123,-45,42,-84,-54,-21,-3,F
-9,3,81,147,-99,-123,-102,15,9,135,-3,63,-123,-60,-33,-33,I
9,-42,66,48,-60,-66,-24,33,0,117,-63,39,-72,-15,-48,-21,Z
-12,-6,51,81,-84,-81,-54,21,-21,48,-39,66,-114,-93,-81,-33,B
0,-21,69,96,-90,-93,-60,18,9,111,-42,57,-90,-48,-48,-27,S
0,-6,36,90,-123,-126,-42,-39,24,126,-54,24,-90,-18,-30,-24,M
-21,-12,81,240,-180,-138,-129,-3,30,117,-72,132,-84,-87,-9,-15,D
-42,18,9,3,9,-12,-9,24,-42,12,15,9,-75,-57,-69,-36,L
15,-18,33,36,-84,-81,-12,-6,-3,78,-72,27,-78,-51,-60,-9,M
-27,6,69,162,-102,-108,-105,18,-6,99,-9,84,-120,-90,-42,-36,C
21,-30,30,45,-84,-81,-21,-3,-15,81,-75,36,-81,-48,-60,-21,P
3,-24,66,126,-99,-111,-75,-0,21,162,-33,48,-81,-21,-15,-30,E
30,-12,33,21,-48,-75,-36,12,-33,63,-18,24,-114,-96,-93,-36,Q
33,-27,39,-6,-30,-57,-6,21,-21,75,-30,6,-93,-48,-66,-18,G
45,-15,18,-18,-30,-60,-6,9,-42,39,-24,3,-111,-87,-84,-18,Q
-6,-15,42,21,-45,-66,-24,21,-24,78,-27,24,-105,-51,-90,-48,E
-12,-12,48,174,-141,-126,-96,-30,30,144,-45,72,-66,-45,-9,-33,U
33,-15,33,-6,-27,-45,-6,18,-15,51,-30,9,-69,-60,-60,-3,A
12,-3,75,174,-132,-150,-123,-9,18,147,-3,72,-129,-87,-33,-39,G
-0,-12,39,78,-72,-60,-45,21,-24,39,-48,66,-84,-105,-63,-12,N
60,-48,54,-48,6,-33,15,51,-27,102,-48,-6,-72,-36,-72,-3,J
48,-36,33,27,-27,-54,-9,27,-42,84,-45,15,-96,-57,-21,15,V
39,-12,6,48,-30,-33,-33,21,-63,9,-30,48,-84,-162,-57,12,N
-0,24,84,192,-195,-207,-141,-42,45,150,-18,78,-156,-84,-66,-57,K
18,-27,48,72,-72,-69,-51,27,-27,54,-45,66,-99,-102,-72,-24,S
9,-33,69,36,-60,-72,-15,36,-6,117,-72,33,-87,-24,-60,-12,F
18,-27,36,-9,-21,-39,9,30,-27,63,-48,9,-78,-30,-54,-6,P
51,-21,51,39,-57,-75,-36,15,-3,84,-33,27,-81,-78,-48,3,A
21,-36,63,24,-42,-63,-6,36,-9,120,-63,18,-81,-12,-39,-0,F
-15,-3,75,195,-162,-153,-132,-6,9,123,-39,108,-129,-102,-69,-60,J
6,-9,66,138,-132,-132,-102,-3,6,108,-36,81,-117,-93,-75,-51,J
3,-12,39,132,-111,-120,-57,-30,18,159,-51,30,-75,0,24,-3,W
-9,-21,54,117,-102,-81,-57,12,3,87,-69,75,-66,-57,-33,-12,D
18,-24,57,81,-84,-69,-42,30,-15,54,-72,72,-84,-96,-54,6,O
15,-12,87,171,-159,-150,-111,-3,30,129,-48,93,-117,-102,-51,-24,D
-3,-12,36,6,-33,-51,-9,24,-27,54,-33,18,-93,-39,-75,-30,R
63,-51,-9,-135,51,12,93,27,-60,27,-48,-60,-69,-9,-48,18,Y
48,-48,6,-105,42,6,78,39,-60,42,-57,-42,-72,-6,-45,18,Y
27,-33,84,66,-66,-84,-42,45,-6,126,-60,48,-99,-51,-51,-3,P
6,-24,15,-24,-12,-36,21,15,-36,69,-39,-9,-81,-24,-60,-21,U
27,-9,54,156,-153,-165,-123,-39,21,144,-9,66,-126,-102,-66,-66,Q
24,-33,18,-21,-24,-45,33,9,-27,87,-66,-15,-72,-0,-30,6,V
-42,-12,78,174,-114,-90,-102,39,-12,75,-48,120,-105,-96,-57,-39,Z
33,-36,42,48,-45,-75,-27,9,-9,138,-30,9,-81,-24,-18,-12,U
-9,-15,54,75,-96,-99,-39,0,9,123,-63,39,-84,-27,-57,-30,K
21,-18,51,39,-51,-81,-36,18,-15,102,-21,21,-108,-57,-63,-27,G
-33,-21,90,159,-105,-93,-93,45,-3,111,-54,105,-99,-60,-48,-36,Z
3,-15,63,84,-93,-93,-48,18,-3,93,-60,57,-99,-66,-60,-15,D
36,9,57,189,-192,-183,-120,-66,63,138,-27,66,-99,-102,-12,-9,M
27,-18,18,93,-105,-93,-33,-15,-27,81,-93,51,-84,-90,-30,15,W
21,-15,3,9,-69,-78,-3,-30,-12,72,-48,0,-78,-45,-63,-27,M
-27,-3,66,147,-111,-105,-87,15,-3,96,-42,84,-105,-66,-45,-33,X
24,-21,57,63,-63,-84,-39,21,-12,105,-42,33,-99,-45,-36,-6,P
-9,-12,60,78,-72,-84,-54,27,-18,84,-33,54,-114,-63,-69,-36,E
33,0,57,144,-135,-144,-111,-24,18,108,-12,66,-114,-105,-48,-33,G
-15,3,81,171,-141,-147,-120,3,9,126,-27,90,-135,-84,-66,-54,L
57,-45,27,-81,33,-12,45,39,-36,72,-33,-36,-66,0,-42,6,F
15,-30,12,-57,12,0,36,36,-48,12,-42,0,-66,-51,-78,-12,D
0,-3,75,138,-123,-129,-96,9,3,102,-30,78,-132,-90,-63,-36,R
3,-30,24,-33,-12,-9,21,39,-39,-3,-48,24,-72,-57,-87,-21,S
27,-36,48,51,-51,-66,-24,24,-18,105,-54,30,-81,-33,-27,-3,F
18,-36,39,12,-3,-9,24,69,-69,24,-84,36,-90,-51,-18,45,T
27,-6,54,66,-72,-84,-54,9,6,81,-24,39,-81,-78,-51,-9,A
21,-21,54,81,-78,-90,-42,12,-6,123,-60,39,-84,-48,-30,-0,N
78,-24,3,12,-15,-36,-27,12,-54,15,-0,21,-90,-165,-57,9,H
-21,-6,54,66,-75,-90,-54,15,-12,93,-24,45,-114,-60,-93,-60,E
-6,-9,33,60,-102,-93,-18,-15,3,90,-81,33,-78,-39,-54,-12,M
6,9,51,99,-114,-129,-72,-15,3,96,-30,45,-123,-69,-63,-33,G
9,-27,57,9,-39,-51,0,42,-21,72,-63,27,-90,-36,-66,-6,D
39,-9,48,180,-162,-138,-132,-36,30,93,-30,99,-72,-141,-48,-33,A
57,-45,-3,-111,39,3,78,27,-57,33,-48,-48,-72,-21,-48,18,Y
-15,15,60,192,-156,-150,-126,-21,12,108,-21,93,-126,-120,-54,-42,N
12,3,51,177,-153,-144,-117,-27,12,105,-33,87,-108,-120,-45,-30,U
27,-39,63,54,-42,-60,-27,42,-18,111,-54,36,-81,-30,-24,3,P
12,-36,72,84,-33,-51,-27,69,-45,105,-72,54,-99,-30,3,30,T
-6,3,66,165,-159,-147,-111,-21,27,90,-27,87,-120,-87,-54,-45,X
12,-12,54,123,-96,-93,-75,12,-9,84,-39,72,-96,-102,-39,-9,X
9,-18,108,162,-120,-141,-99,30,15,186,-54,75,-123,-42,-24,-12,F
42,-39,18,15,-30,-48,6,12,-36,75,-48,6,-84,-48,-18,12,V
9,-3,57,111,-87,-102,-81,18,-24,87,-24,66,-126,-111,-66,-27,Q
-3,6,36,153,-135,-132,-90,-33,6,111,-39,63,-99,-78,-30,-27,U
33,-36,42,3,-12,-51,-9,24,-15,123,-18,-6,-75,-21,-39,-18,C
39,-42,60,72,-72,-63,-33,27,3,81,-69,54,-57,-45,-12,18,F
-6,-27,75,57,-63,-66,-27,48,-12,99,-75,54,-87,-36,-63,-12,X
21,-9,30,57,-90,-105,-39,-21,-3,108,-48,21,-90,-48,-57,-27,P
21,-12,-9,-21,-33,-60,21,-27,-24,87,-39,-30,-72,-27,-48,-15,W
33,-24,24,-15,-18,-39,-3,24,-39,45,-30,12,-87,-81,-81,-18,O
15,-27,54,33,-60,-69,-21,27,-15,75,-54,36,-96,-48,-66,-18,B
30,-36,66,42,-0,-42,-42,72,-54,117,-30,39,-96,-66,-57,-15,I
9,3,51,90,-99,-126,-63,-15,6,132,-27,27,-114,-45,-48,-30,C
-78,42,39,192,-150,-126,-93,-30,12,96,-48,84,-93,-81,-36,-27,M
-24,6,57,198,-165,-153,-126,-30,21,123,-24,93,-117,-99,-51,-57,T
21,15,69,177,-183,-216,-147,-48,18,180,-15,66,-171,-96,-90,-81,Y
30,-6,54,105,-117,-126,-66,-15,12,123,-60,45,-90,-51,-33,-6,M
12,-42,48,63,-66,-60,-18,24,-12,105,-84,45,-60,-27,-27,0,T
-3,-3,57,114,-123,-132,-81,-18,18,120,-27,51,-111,-51,-60,-51,X
21,-6,75,117,-87,-96,-81,27,0,99,-36,69,-93,-90,-39,-0,A
-27,-3,69,171,-138,-135,-108,-9,21,141,-33,81,-102,-54,-45,-54,T
24,-21,63,93,-78,-102,-69,15,-6,126,-21,45,-111,-72,-48,-27,G
-3,-9,60,147,-165,-132,-78,-21,30,78,-75,87,-93,-69,-42,-18,B
3,-3,84,147,-78,-111,-111,36,-15,138,0,72,-129,-90,-45,-33,C
-3,3,66,153,-156,-147,-99,-21,27,99,-36,78,-120,-84,-54,-36,R
3,-30,54,0,-9,-39,-3,51,-33,93,-42,15,-87,-12,-63,-24,I
21,-27,57,33,-27,-51,-30,51,-39,87,-39,39,-99,-84,-75,-15,C
30,-24,36,69,-69,-63,-45,15,-21,54,-48,57,-75,-105,-54,-6,U
45,-12,6,33,-18,-30,-30,24,-66,12,-21,39,-87,-162,-63,9,N
-6,-24,54,63,-78,-90,-30,3,12,129,-45,24,-84,0,-36,-30,X
-30,-6,57,225,-180,-135,-114,-21,21,96,-69,120,-90,-93,-15,-21,U
-9,-21,36,66,-54,-63,-27,18,-27,87,-42,36,-93,-45,-36,-18,U
45,-27,48,42,-42,-84,-42,9,-6,138,-12,6,-87,-33,-33,-21,F
15,-27,81,141,-108,-105,-90,27,3,114,-42,87,-105,-99,-45,-18,C
12,-24,42,9,-15,-42,-12,39,-36,69,-21,18,-99,-60,-66,-21,C
45,-48,6,-99,36,3,75,36,-57,42,-57,-39,-72,-6,-45,15,Y
39,-24,39,27,-48,-66,-27,18,-24,72,-36,27,-93,-84,-66,-12,O
-18,-21,21,30,-36,-48,-9,12,-30,87,-39,18,-78,-33,-57,-36,U
36,-24,36,6,-30,-54,-12,21,-24,72,-30,12,-87,-66,-60,-9,O
33,-48,72,-9,-6,-42,6,60,-18,129,-57,6,-75,6,-42,-0,I
-3,-9,57,141,-123,-123,-90,-6,3,102,-27,72,-120,-84,-48,-39,T
24,-24,3,-9,-48,-57,6,-15,-21,63,-48,0,-69,-48,-69,-27,M
27,-33,15,-42,-3,-33,36,18,-39,75,-48,-21,-81,-18,-48,-3,V
33,-9,-6,24,-21,-24,-18,15,-66,-6,-27,36,-81,-156,-66,6,N
3,-9,105,174,-138,-153,-108,18,21,171,-45,81,-135,-63,-33,-18,P
-3,-15,51,111,-81,-72,-69,27,-24,66,-42,81,-93,-117,-63,-21,O
-21,33,45,210,-228,-216,-129,-90,54,150,-48,72,-123,-60,-45,-57,M
15,-15,75,126,-114,-117,-78,15,3,114,-54,72,-111,-78,-45,-12,D
27,-42,21,-78,36,12,69,60,-66,24,-72,-15,-75,-9,-42,27,T
27,-3,48,132,-99,-105,-99,0,-9,90,-15,72,-99,-138,-54,-21,O
-12,-27,39,36,-45,-54,3,27,-30,90,-69,24,-90,-15,-36,-6,Y
-21,0,78,180,-138,-126,-114,18,-6,81,-39,111,-135,-111,-60,-36,B
-6,-18,66,177,-135,-126,-90,-3,12,147,-63,81,-93,-54,-6,-12,K
33,-36,57,9,15,-27,-18,72,-57,96,-33,24,-90,-57,-57,-6,I
33,-12,45,84,-90,-117,-72,-9,-9,114,-18,36,-117,-75,-60,-39,Q
24,3,54,69,-45,-63,-51,30,-15,69,-24,42,-78,-90,-36,15,A
-48,-27,117,225,-132,-111,-132,60,3,144,-60,144,-108,-75,-45,-45,Z
126,-57,36,-27,-6,-66,-30,15,-24,126,12,-15,-93,-120,-75,-18,J
-9,12,87,180,-165,-183,-120,-27,45,180,-21,63,-135,-48,-39,-45,K
-24,-18,72,120,-81,-75,-75,42,-15,87,-45,87,-93,-69,-60,-36,Z
6,-3,84,144,-138,-150,-102,0,18,132,-30,72,-138,-81,-63,-39,B
6,-9,132,234,-189,-198,-162,18,30,186,-42,123,-171,-105,-63,-45,J
-24,-33,48,-0,-27,-27,9,45,-21,57,-57,30,-72,-12,-75,-33,Z
-0,-21,63,141,-114,-129,-78,-15,27,183,-36,42,-87,-3,0,-30,X
117,-57,48,-9,0,-45,-27,45,-39,90,-12,12,-90,-126,-57,12,J
-0,-18,60,123,-102,-102,-60,6,6,117,-54,57,-90,-33,-9,-6,K
33,-36,27,-81,45,9,48,60,-57,36,-39,-18,-72,-27,-63,6,I
18,-51,36,-24,-0,-15,33,45,-33,84,-72,3,-54,9,-33,3,Y
9,-3,63,147,-126,-132,-105,-12,18,120,-18,69,-105,-81,-45,-39,O
9,-36,78,141,-111,-93,-69,24,15,123,-78,84,-66,-45,-9,3,T
18,-18,51,27,-54,-69,-18,24,-15,78,-51,27,-93,-51,-63,-9,R
-9,12,69,192,-165,-150,-123,-21,30,111,-36,96,-105,-105,-45,-30,A
-15,-42,87,153,-99,-84,-69,45,0,138,-84,93,-75,-24,-6,-6,T
108,-57,66,-12,-6,-48,-24,57,-30,102,-27,18,-90,-120,-72,12,J
36,-30,48,57,-60,-75,-39,21,-21,90,-42,39,-96,-75,-48,-9,O
42,-39,51,48,-30,-78,-45,15,-6,168,-6,3,-78,-12,-21,-30,F
39,-6,66,87,-75,-90,-66,24,-6,87,-33,54,-96,-108,-48,9,A
9,-6,81,120,-123,-138,-87,6,12,123,-33,63,-135,-72,-66,-36,B
-15,-27,39,27,-42,-27,-6,42,-33,15,-60,54,-78,-63,-72,-18,Z
3,-3,78,183,-135,-120,-126,21,-6,72,-36,120,-120,-144,-63,-27,S
-0,6,42,102,-108,-126,-48,-18,-6,132,-63,30,-111,-33,-27,-6,W
-15,-9,84,90,-57,-81,-63,45,-3,129,-27,51,-96,-36,-51,-27,L
6,-36,39,9,-12,-30,15,51,-54,75,-72,21,-90,-24,-39,6,T
-6,-0,27,123,-153,-132,-63,-48,18,99,-75,57,-81,-57,-48,-30,M
21,6,60,153,-150,-156,-114,-27,18,102,-12,72,-135,-117,-60,-39,P
18,-42,105,102,-66,-93,-60,57,3,183,-60,54,-93,-9,-21,-6,I
111,-54,63,42,-30,-69,-60,42,-27,117,-12,36,-96,-147,-57,6,J
-39,-3,60,120,-72,-90,-90,21,-12,135,-3,63,-102,-78,-81,-72,C
6,-15,90,138,-132,-141,-93,9,21,147,-45,72,-123,-60,-57,-36,E
54,-51,-6,-123,42,12,90,30,-60,24,-60,-48,-66,-12,-51,18,V
18,-21,42,75,-78,-87,-39,3,-9,108,-57,36,-81,-39,-30,-9,A
-24,-6,81,162,-87,-99,-114,30,3,129,-0,84,-99,-69,-39,-48,E
-27,33,81,243,-237,-231,-162,-57,45,132,-21,105,-183,-102,-66,-69,K
-12,-6,54,150,-126,-132,-72,-18,12,153,-57,51,-99,-15,-0,-15,V
