@relation 'letter-weka.filters.unsupervised.attribute.Remove-V-R13,11,7,14,12,15,9,8,10,6,16,3,5,1,4,2,17'

@attribute x-ege numeric
@attribute x2ybr numeric
@attribute y-bar numeric
@attribute xegvy numeric
@attribute xy2br numeric
@attribute y-ege numeric
@attribute y2bar numeric
@attribute x2bar numeric
@attribute xybar numeric
@attribute x-bar numeric
@attribute yegvx numeric
@attribute width numeric
@attribute onpix numeric
@attribute x-box numeric
@attribute high numeric
@attribute y-box numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
1,8,10,10,3,4,6,5,10,6,7,6,4,4,7,9,P
3,8,9,9,8,3,5,3,10,5,7,5,3,3,3,4,H
3,4,7,8,6,5,6,3,9,9,9,8,8,6,8,11,B
3,9,9,9,9,1,7,6,7,7,8,4,2,3,3,5,U
7,8,8,10,9,3,5,3,7,7,7,6,5,4,4,5,A
3,5,8,8,11,3,2,8,7,3,10,5,2,4,7,10,K
4,7,8,11,7,6,5,3,7,9,7,6,4,4,4,6,X
6,6,7,7,8,3,6,6,7,7,8,6,6,5,8,10,N
4,8,9,11,9,10,2,4,5,10,12,7,10,5,11,7,Y
2,13,10,11,8,0,2,3,5,10,8,6,1,3,5,8,Y
1,12,10,11,6,2,7,2,10,3,5,7,4,7,8,11,Y
3,2,2,5,9,3,3,2,9,11,8,6,3,3,6,8,A
3,5,8,8,8,0,1,15,7,7,8,4,3,4,8,5,H
5,11,10,8,10,1,4,4,11,4,7,8,4,6,6,8,N
3,7,6,8,8,0,1,15,7,7,8,5,2,4,6,9,H
0,6,7,8,8,0,4,4,7,7,8,0,0,0,4,3,I
4,4,6,7,6,6,6,5,10,8,10,6,3,6,5,9,D
3,6,7,8,8,6,9,3,6,8,8,4,2,3,2,1,X
7,9,11,12,9,1,2,2,8,4,8,9,7,6,7,10,W
3,14,8,10,8,0,3,4,6,8,8,5,1,3,6,8,V
3,7,7,8,7,4,5,8,10,7,8,5,4,5,8,10,O
2,6,7,8,7,8,5,7,7,8,8,4,4,3,7,9,S
0,11,15,8,9,0,6,1,5,9,8,4,1,2,5,8,T
3,6,7,8,11,4,7,4,7,5,10,3,2,2,2,3,K
6,6,7,8,8,0,2,15,4,7,8,5,3,5,8,5,N
3,9,8,9,9,5,8,2,11,5,5,5,3,5,4,9,Z
2,5,9,8,5,3,7,2,14,7,8,7,3,5,5,7,F
4,6,9,10,8,7,5,4,8,7,6,7,6,5,7,6,F
10,9,11,13,7,1,3,2,5,9,6,8,5,5,6,8,W
2,6,7,8,7,9,5,7,7,8,8,4,3,3,4,2,S
7,6,8,5,9,7,5,5,9,6,11,6,4,8,6,10,R
2,11,12,11,8,0,3,3,9,4,8,5,2,3,4,5,V
4,5,7,8,11,2,2,8,6,3,11,4,2,4,8,11,K
1,1,4,6,8,2,8,2,7,7,7,4,3,3,7,9,L
2,10,12,11,7,0,2,2,8,5,8,3,1,2,2,3,V
3,6,9,8,7,9,5,4,7,8,8,7,6,5,8,7,J
6,5,6,9,6,5,4,2,9,10,7,7,8,5,7,9,F
0,6,8,8,7,1,7,1,13,7,7,2,1,1,2,3,I
2,5,7,8,9,6,7,5,7,7,10,4,3,3,3,2,E
1,6,12,10,4,3,2,8,10,4,8,3,2,2,4,7,P
2,4,10,7,9,5,3,7,7,5,11,4,4,4,5,7,R
5,9,10,12,4,3,4,6,9,7,8,5,3,7,7,13,V
3,8,6,8,8,0,2,14,7,7,8,3,2,2,4,7,H
0,6,7,8,15,7,11,6,7,3,7,4,3,4,8,11,E
3,10,8,9,9,3,8,2,10,5,6,5,3,3,6,8,X
3,7,8,8,8,3,4,7,9,7,7,4,4,4,7,9,O
4,6,8,8,7,1,4,6,7,7,7,2,1,2,2,1,N
2,8,7,9,13,4,6,5,11,5,8,5,3,5,6,8,C
3,6,7,8,7,4,4,4,7,7,8,6,4,5,8,10,X
3,7,7,8,6,3,5,6,7,7,7,4,3,3,4,6,D
4,9,7,10,9,6,7,7,7,6,8,8,7,6,8,10,T
5,4,7,9,8,5,5,7,9,9,9,5,3,7,7,13,O
2,10,11,10,5,3,5,6,11,4,5,5,4,3,7,9,F
0,6,7,8,12,4,7,3,7,5,9,6,4,5,6,9,I
1,7,8,8,7,5,9,2,12,7,6,4,2,2,3,4,Z
2,5,7,8,6,6,6,6,6,8,10,4,3,3,4,5,B
2,5,8,6,7,5,8,4,11,6,8,5,2,4,4,6,S
8,7,6,6,8,2,5,2,9,7,8,8,5,5,4,6,M
5,6,7,9,7,7,7,4,9,6,5,7,5,8,8,15,D
0,2,1,8,5,0,4,6,0,2,8,2,0,1,1,0,L
7,4,6,6,7,2,4,3,9,10,8,6,3,4,3,4,M
1,6,7,7,12,4,9,6,5,6,9,6,4,5,6,9,C
4,9,10,10,5,5,3,2,7,9,5,5,5,4,6,4,P
2,9,9,8,10,4,9,3,11,4,5,7,4,5,6,8,E
3,6,7,8,9,5,3,7,6,8,10,3,3,2,5,3,Q
2,7,7,8,10,4,5,5,9,7,9,3,2,2,2,3,G
3,8,9,9,10,5,1,6,5,8,10,3,3,2,4,3,Q
2,6,7,8,9,5,7,5,7,7,10,3,2,2,3,1,E
6,8,8,8,10,4,8,5,9,4,3,8,6,8,7,10,U
2,2,2,7,8,2,1,2,6,8,7,3,1,2,2,3,A
2,8,7,8,10,5,6,6,9,5,9,7,5,6,8,11,G
3,4,7,7,5,3,6,8,7,8,7,5,3,4,4,6,N
1,4,6,7,10,1,5,3,12,10,7,2,1,1,2,1,J
2,12,9,10,8,0,2,4,7,7,8,4,2,3,6,8,V
6,6,7,8,8,0,2,14,5,7,8,4,2,4,6,9,N
6,3,6,5,8,8,3,2,8,8,12,8,7,5,8,9,K
2,8,7,10,9,8,6,7,7,8,8,3,3,2,5,7,S
2,5,9,9,5,3,7,2,13,8,8,5,2,3,3,4,F
1,7,9,10,4,3,4,4,9,5,7,3,2,2,2,3,P
2,3,3,6,10,2,2,2,8,10,7,5,2,3,4,6,A
1,7,10,10,5,2,6,2,13,6,7,5,2,3,3,5,F
3,7,8,9,7,9,6,4,6,8,8,6,6,5,10,9,J
3,6,8,8,8,9,5,4,7,8,8,5,5,4,8,7,J
8,11,9,10,9,1,3,2,9,1,6,7,4,7,7,12,W
4,6,8,10,6,6,6,4,9,5,5,5,3,5,5,9,D
4,4,7,9,8,5,4,5,9,9,8,4,2,5,4,9,O
5,3,4,6,9,5,6,5,12,10,10,7,4,7,6,11,D
2,5,8,7,7,4,5,4,6,6,9,2,2,2,2,1,R
1,13,9,11,8,0,1,3,7,7,8,2,0,1,0,0,Y
1,12,10,11,8,0,2,2,7,7,8,2,0,1,1,1,Y
0,5,10,10,3,3,5,3,14,7,8,5,2,4,5,7,P
3,9,9,9,9,1,6,5,7,6,8,4,2,3,2,1,U
4,9,8,8,10,8,4,6,8,7,8,7,6,7,10,8,Q
4,11,12,11,7,1,3,2,9,5,7,5,2,4,3,4,V
1,6,7,8,8,8,11,6,6,7,8,4,3,3,6,9,Z
3,11,8,9,10,1,6,5,11,4,7,5,2,4,5,7,U
6,5,7,8,9,5,7,2,10,7,8,6,3,3,4,5,K
2,7,7,9,10,4,5,5,9,6,10,4,2,3,4,5,G
0,6,8,8,8,7,11,3,8,7,7,4,3,3,6,8,Z
3,4,7,8,5,3,6,4,10,9,8,6,4,4,4,6,D
8,2,2,1,9,1,2,3,10,10,8,12,5,9,7,12,M
9,10,8,13,7,1,1,5,6,10,5,8,7,5,8,11,W
9,7,6,5,9,2,4,6,7,8,8,5,4,3,3,2,M
3,6,7,7,10,6,8,3,5,7,8,5,4,3,6,8,X
1,8,10,10,4,3,4,4,10,5,7,5,4,3,5,7,P
2,6,7,8,9,5,7,5,7,7,10,3,3,3,4,5,E
4,6,5,8,11,7,3,6,7,7,7,6,7,5,7,10,G
3,6,8,9,9,9,6,4,7,6,10,5,5,4,8,9,L
0,9,12,8,6,2,3,4,11,3,7,1,0,1,1,1,F
2,6,7,8,6,3,5,7,7,6,8,1,0,1,0,0,D
3,5,7,6,8,6,6,5,8,8,11,5,4,4,6,8,R
0,6,7,8,8,7,6,4,5,8,8,1,0,1,0,0,S
2,10,10,10,6,3,5,4,10,5,6,4,3,3,5,7,F
0,11,15,8,9,0,5,1,4,10,8,4,1,2,4,7,T
2,1,2,6,8,3,2,2,7,8,7,5,2,3,4,6,A
5,6,8,8,7,1,4,3,10,7,7,6,3,4,6,8,N
3,8,5,8,8,0,1,15,7,7,8,4,2,4,5,8,H
2,5,7,8,9,6,8,5,7,7,10,4,3,3,4,2,E
9,4,6,7,7,2,5,3,9,9,8,7,4,4,3,5,M
6,5,6,8,10,6,3,4,6,7,10,5,6,3,5,7,G
2,4,6,8,6,2,6,3,10,9,9,3,2,2,1,3,D
4,5,7,8,8,10,4,8,8,7,1,8,8,6,9,11,A
1,12,10,11,8,0,1,3,7,7,8,3,0,2,1,1,Y
4,5,7,8,6,4,6,8,7,7,8,9,7,7,8,10,N
6,6,6,8,9,5,5,8,7,8,6,8,8,6,8,11,U
0,9,11,9,5,3,6,3,11,5,6,4,2,2,5,7,P
0,11,14,8,8,0,6,0,7,7,8,4,1,2,7,10,T
3,6,6,7,9,10,5,3,6,7,9,6,5,5,6,9,X
3,6,7,8,8,4,4,5,7,7,8,6,2,5,7,10,X
1,6,9,10,5,2,6,1,13,7,8,7,5,5,8,11,F
3,13,8,9,8,0,3,4,7,7,8,5,1,3,5,7,V
3,6,7,8,9,4,5,7,6,8,10,5,4,3,7,8,Q
7,7,7,7,8,2,4,5,5,7,6,8,7,6,8,9,U
1,9,8,9,12,2,7,5,11,4,7,4,1,3,3,4,C
1,7,11,8,4,5,4,3,12,5,4,4,2,5,4,9,F
2,3,7,7,7,3,8,1,10,10,8,4,2,2,3,4,X
6,7,9,10,6,4,2,4,8,6,6,6,6,4,6,5,P
8,9,8,10,8,0,1,5,7,4,8,6,2,4,4,3,W
2,6,7,8,8,3,4,7,7,8,8,3,2,2,3,2,O
2,6,7,8,6,5,5,3,9,8,9,3,2,2,3,4,B
0,6,7,8,8,0,4,4,7,7,8,0,0,1,8,5,I
6,6,6,9,11,3,4,4,8,6,9,6,6,4,5,7,C
9,2,9,11,12,2,6,5,4,4,8,11,5,11,6,11,M
4,8,7,10,9,7,8,7,7,6,7,9,7,7,8,10,T
6,8,7,12,9,8,1,4,6,9,9,7,12,5,12,8,Y
7,4,6,7,8,2,2,2,8,9,5,6,8,4,6,8,M
3,9,11,11,5,3,6,3,11,6,4,5,3,5,5,7,T
3,7,7,9,9,8,5,2,7,6,8,6,5,4,6,6,X
2,1,3,6,8,2,3,2,7,9,7,5,3,3,6,9,A
3,7,8,9,9,7,9,4,8,5,6,7,6,5,7,8,T
2,8,7,9,10,4,6,6,10,6,9,5,3,4,6,8,G
7,4,7,5,7,7,5,3,9,9,8,6,5,7,4,9,B
1,6,7,8,13,4,7,6,7,5,10,4,3,3,8,10,C
6,4,7,5,9,7,5,5,9,7,11,6,4,7,5,9,R
0,6,7,8,8,2,6,1,7,7,8,1,1,1,3,1,I
2,6,8,11,11,4,7,8,10,7,9,3,2,2,4,6,C
3,6,6,8,8,4,5,7,7,9,5,5,4,3,5,7,U
5,6,7,8,8,0,2,14,5,7,8,4,2,3,6,8,N
2,8,7,8,8,3,8,1,10,6,7,6,3,4,3,4,X
6,7,5,8,6,4,6,4,6,8,6,8,5,9,8,13,U
3,10,8,9,9,1,8,6,7,6,8,5,3,4,4,6,U
0,9,15,8,4,3,3,5,12,1,6,5,2,5,7,5,F
2,6,7,9,9,5,7,7,12,7,9,5,2,7,6,11,C
1,8,8,9,13,4,8,7,8,6,10,3,1,2,2,4,C
1,12,10,11,8,0,2,2,7,7,8,2,0,2,1,1,Y
3,6,7,8,8,3,4,7,9,8,8,4,3,3,4,5,O
3,9,8,9,9,1,8,5,6,6,7,5,2,4,4,2,U
2,6,7,8,8,2,4,6,9,7,8,4,2,3,3,4,O
0,6,8,8,8,1,7,1,13,7,7,2,1,1,2,3,I
3,9,7,9,8,6,7,7,8,6,9,6,5,5,6,9,T
7,7,6,6,8,2,4,6,7,8,7,4,3,3,3,1,M
2,11,12,10,8,1,4,3,8,6,8,5,1,3,3,2,V
6,6,7,8,8,0,2,14,4,7,8,4,2,4,5,7,N
0,6,12,10,2,3,6,3,14,6,9,9,5,7,8,11,P
3,5,6,8,8,4,7,8,7,8,8,5,2,4,6,8,O
12,5,9,6,8,6,4,4,7,7,7,11,12,8,8,9,M
3,5,7,8,6,3,5,4,10,9,8,6,5,5,6,9,D
0,10,15,8,8,0,4,1,6,8,8,2,0,2,1,1,T
3,5,6,9,9,4,4,9,7,7,6,7,5,5,8,10,O
2,11,11,11,8,2,7,1,7,7,8,6,2,3,4,5,Y
2,6,7,8,6,7,7,6,6,8,10,5,5,4,7,10,B
6,9,7,10,10,3,6,3,9,6,7,7,4,7,8,13,K
0,6,7,8,8,0,4,4,7,7,8,0,0,0,6,4,I
3,9,10,8,11,6,3,4,6,7,8,5,5,4,8,6,Q
2,0,6,6,8,1,1,3,6,6,7,5,1,3,5,8,A
0,6,7,8,8,8,14,4,10,7,8,4,2,3,8,11,Z
1,8,2,6,14,0,3,10,13,11,8,4,1,3,6,4,J
3,5,7,8,9,4,6,1,10,7,9,10,7,7,7,9,K
1,6,8,9,10,8,10,5,7,6,7,3,3,2,5,7,Z
2,5,6,8,7,5,6,4,10,9,10,7,6,5,6,8,B
2,4,5,9,8,6,5,2,12,11,13,6,5,8,10,13,J
0,6,7,8,8,6,10,2,8,7,8,2,0,1,0,0,Z
3,11,8,9,10,3,8,1,10,4,5,8,5,5,7,9,X
1,7,3,6,13,0,3,10,12,11,8,2,1,2,5,7,J
5,8,8,7,9,3,6,3,9,5,8,5,3,5,5,10,K
0,6,7,8,8,0,4,4,7,7,8,0,0,0,0,0,I
1,10,11,11,4,2,6,3,11,4,5,2,1,2,2,3,Y
3,5,6,6,7,5,5,5,8,6,7,6,5,5,7,8,O
2,7,10,9,6,5,7,2,12,6,4,6,3,6,6,11,T
3,4,7,7,6,3,4,3,9,8,9,4,2,2,3,4,R
5,2,2,7,7,6,3,2,6,8,8,8,4,5,8,11,A
0,9,11,10,4,3,9,1,11,6,4,5,3,6,7,10,T
0,4,2,7,12,0,4,8,14,13,8,3,1,2,4,6,J
3,8,8,8,7,3,5,7,10,7,8,4,3,3,5,7,O
0,11,12,8,8,2,6,5,12,1,5,4,2,4,7,5,F
2,1,5,7,8,2,1,3,8,9,8,6,2,4,6,9,A
2,5,6,8,7,5,6,4,10,9,10,6,6,4,5,7,B
1,6,7,8,7,6,8,5,6,8,8,2,1,2,1,3,Z
2,4,8,7,6,8,6,8,7,8,8,5,5,4,8,11,S
8,8,11,11,8,1,2,2,7,6,8,8,7,5,7,9,W
0,2,4,7,10,2,8,1,8,7,8,4,2,2,4,5,L
2,11,12,11,8,1,6,3,7,7,8,3,2,2,4,5,T
10,6,8,8,7,5,4,4,7,8,5,8,8,6,6,7,M
3,7,8,9,9,8,4,7,8,7,9,8,7,6,7,10,P
0,6,8,8,7,1,8,0,14,7,7,4,2,3,6,8,I
1,6,2,6,13,0,4,10,13,12,8,4,1,3,7,9,J
1,5,7,9,12,4,11,7,7,5,8,6,2,5,7,4,C
3,5,6,7,9,6,7,2,11,9,10,6,4,4,6,8,E
2,12,9,10,8,0,2,3,7,8,8,2,0,1,0,0,V
5,8,8,8,9,3,4,2,7,7,6,5,4,3,6,7,A
0,6,7,8,15,7,11,6,7,3,7,4,3,4,6,9,E
7,6,7,6,7,9,5,5,7,8,14,9,9,7,8,11,K
6,10,11,11,7,2,3,1,8,3,7,7,5,8,8,11,V
4,8,9,9,8,4,8,2,11,6,5,9,5,8,6,12,X
3,7,7,8,10,6,2,7,8,8,7,6,7,6,9,8,Q
2,5,8,7,7,4,5,5,7,7,8,4,2,3,2,3,R
1,5,13,10,2,4,2,7,11,6,7,6,3,4,4,6,P
2,7,7,9,9,3,2,5,8,8,9,2,1,1,3,2,Q
1,5,7,8,7,5,7,2,10,7,8,4,2,2,3,4,S
8,2,2,1,9,2,2,3,10,10,8,12,6,10,7,13,M
2,6,7,8,8,7,9,5,6,7,8,3,2,2,3,2,Z
0,6,7,8,7,7,7,4,5,8,8,2,1,1,1,0,S
1,6,10,9,5,3,6,2,13,6,7,5,2,3,3,4,F
0,1,1,8,6,0,6,6,0,0,8,3,1,3,5,3,L
3,2,1,6,8,4,3,3,9,10,9,6,3,4,5,7,A
1,12,10,11,8,0,2,1,7,7,8,5,2,3,5,7,Y
5,4,6,8,5,6,6,5,9,7,9,9,5,10,8,15,D
3,3,9,8,8,0,3,14,7,7,8,3,2,3,4,7,H
3,6,8,8,8,3,6,6,7,7,8,5,4,4,4,2,H
6,7,6,5,9,1,3,6,7,8,8,3,2,2,2,1,M
2,5,8,8,7,5,7,3,10,8,8,8,5,6,7,10,S
2,10,11,12,5,2,7,2,11,5,4,8,5,8,8,10,T
0,6,7,8,8,0,4,4,7,7,8,0,0,0,4,7,I
2,0,6,7,8,1,1,3,8,9,8,5,2,3,6,9,A
2,6,8,8,7,9,5,6,7,8,8,3,2,3,3,2,S
3,2,11,7,9,5,4,9,7,6,11,4,3,3,6,5,R
3,8,7,9,10,5,3,6,8,8,8,6,7,5,9,8,Q
0,2,4,8,11,2,9,1,8,6,8,5,2,3,5,7,L
3,4,1,4,11,4,0,3,10,11,10,8,4,10,8,14,A
2,11,9,10,6,4,8,2,10,4,3,6,3,6,7,9,Y
1,12,10,11,8,0,3,1,6,10,8,6,3,4,8,11,Y
1,6,8,8,7,7,5,7,7,7,8,2,1,2,1,0,B
3,5,7,7,7,4,5,5,6,6,8,4,3,3,4,2,R
0,2,3,7,11,2,8,1,8,6,8,4,2,3,5,7,L
6,8,10,11,7,2,2,3,9,5,6,5,5,5,5,7,W
5,6,8,8,6,0,4,2,10,7,7,5,2,3,3,5,N
2,12,11,10,9,1,4,3,9,5,8,5,3,4,8,11,V
2,1,2,7,8,3,2,2,7,9,7,6,3,4,6,8,A
2,6,7,8,8,3,4,7,7,8,8,2,0,1,1,0,O
8,10,10,12,8,0,2,2,9,5,7,7,3,7,4,9,W
3,4,6,8,9,4,8,9,8,9,8,6,3,4,7,5,O
3,6,6,8,10,5,7,4,6,5,9,6,4,4,4,6,K
3,5,6,8,8,3,5,8,7,7,8,5,3,4,5,7,O
1,1,3,6,9,3,9,2,7,7,7,7,4,5,8,10,L
3,7,9,8,8,3,6,3,10,6,8,4,2,2,2,3,H
0,1,4,7,9,2,9,1,7,5,7,4,1,2,4,6,L
3,6,7,8,7,3,4,8,7,8,7,6,5,4,6,8,O
2,8,8,9,9,4,8,2,11,6,7,5,3,3,3,5,E
1,12,10,11,8,0,2,2,6,9,8,3,0,2,4,6,Y
7,9,6,6,10,2,4,3,10,6,8,7,4,4,3,4,M
3,5,7,8,5,4,8,10,6,5,8,4,2,3,6,8,D
3,10,8,9,10,2,7,5,10,3,6,5,3,5,6,8,U
2,5,6,8,7,5,6,3,10,9,10,5,4,3,4,5,B
3,5,7,9,5,4,6,8,6,7,8,6,6,4,7,9,D
6,9,11,10,7,0,2,3,5,9,8,4,2,2,2,3,W
3,5,6,6,9,8,9,2,12,8,8,6,4,4,7,9,Z
2,4,8,7,7,4,7,3,10,9,9,5,3,4,4,6,S
2,5,7,9,10,6,9,2,12,8,9,6,3,5,5,7,Z
6,8,8,8,10,4,7,3,9,6,6,10,4,11,8,14,K
1,5,9,10,3,3,4,4,12,7,8,4,2,2,3,4,P
2,8,7,10,8,5,8,4,11,7,6,5,3,4,5,7,S
2,12,10,11,9,2,7,2,6,7,8,8,4,5,8,10,Y
0,1,4,7,6,1,7,4,2,4,6,3,2,2,4,5,L
1,12,10,11,8,0,3,1,7,7,8,2,0,1,0,0,Y
0,6,7,8,14,7,10,6,7,3,8,3,2,3,6,8,E
2,1,5,7,8,2,1,3,6,7,7,5,2,3,5,3,A
3,5,4,9,7,7,6,4,10,11,12,6,5,7,8,15,Q
4,6,6,10,10,7,4,7,9,8,6,6,6,6,10,9,Q
2,5,9,7,8,4,3,7,7,6,10,2,1,1,1,1,R
0,7,13,9,3,2,5,3,13,5,6,4,1,2,4,5,F
2,8,8,9,10,5,1,5,7,7,8,3,2,2,4,3,Q
0,10,12,8,7,3,4,5,11,1,7,3,1,3,4,3,F
2,7,7,10,10,5,8,7,10,6,9,7,4,6,8,10,G
2,5,7,8,6,6,7,4,10,9,10,9,7,7,8,10,B
7,9,10,11,8,0,2,2,7,7,8,5,3,3,4,2,W
0,10,12,8,7,3,4,5,11,1,6,4,2,4,8,5,F
1,12,11,11,6,2,6,4,13,2,5,6,3,6,6,9,Y
3,6,7,8,10,5,7,4,6,6,9,5,3,4,4,5,K
5,6,8,9,6,2,4,5,7,7,5,3,2,2,3,2,N
1,4,2,6,12,0,4,8,13,13,8,3,1,2,6,8,J
4,4,5,8,10,4,6,1,9,8,10,6,5,4,6,8,K
1,7,8,7,11,4,10,7,6,5,8,5,2,4,5,7,C
0,6,7,8,8,8,15,4,9,7,8,5,3,4,8,10,Z
1,10,8,7,14,3,9,5,10,2,7,7,4,6,8,11,C
0,10,12,8,8,2,4,4,11,1,6,4,3,4,7,10,F
6,6,7,8,8,0,2,14,5,7,8,4,3,4,7,5,N
5,6,8,8,6,1,5,2,10,7,7,6,2,4,3,5,N
2,5,7,7,6,3,4,4,6,6,8,2,2,2,2,1,R
4,5,5,8,11,6,4,7,9,9,7,6,6,5,10,8,Q
10,7,11,13,9,3,3,7,4,11,6,11,6,11,7,13,M
9,5,9,8,7,5,4,4,7,7,5,7,7,5,5,6,M
4,8,6,10,6,4,5,3,9,8,5,6,3,7,5,10,Y
3,13,5,9,8,0,5,15,7,7,8,5,2,4,7,9,U
2,6,7,8,8,5,7,3,6,7,8,2,1,1,1,1,X
4,7,10,10,6,5,4,7,7,9,5,5,4,3,6,4,Y
1,10,10,10,5,3,7,2,10,4,4,4,1,3,1,3,Y
2,11,11,12,8,1,7,3,8,6,7,5,4,4,6,8,T
0,6,8,8,8,1,7,0,13,7,7,2,1,1,3,4,I
3,5,7,8,7,5,6,6,9,8,11,6,4,4,6,8,R
2,10,11,10,6,3,6,4,11,4,5,5,4,4,8,11,F
4,6,8,12,7,4,8,2,11,8,8,8,4,7,6,11,X
7,9,6,6,9,2,4,3,10,6,9,6,4,4,3,4,M
0,2,5,7,8,2,9,1,3,4,5,3,2,2,4,6,L
6,6,7,8,6,6,6,4,7,8,10,6,8,5,8,11,B
1,7,9,6,12,4,10,7,5,6,8,5,2,4,6,8,C
6,3,8,6,8,6,6,3,9,7,6,8,6,8,6,12,R
1,7,11,9,4,1,5,3,12,6,7,3,1,2,2,3,F
2,11,10,11,8,2,7,1,7,7,8,4,2,2,3,5,Y
5,5,6,9,6,4,5,1,9,11,7,6,5,4,4,6,F
9,6,8,7,8,4,8,6,8,7,8,8,8,6,8,11,H
1,6,8,7,13,4,10,7,5,7,9,6,2,4,6,9,C
7,3,5,6,6,2,4,3,9,11,8,5,4,3,4,6,M
1,7,8,9,13,4,8,7,8,6,10,3,2,2,3,4,C
2,6,6,7,10,5,7,8,6,7,10,4,2,3,7,9,G
1,9,11,10,5,2,7,2,11,6,5,3,1,2,2,3,T
2,6,8,8,7,9,7,9,7,6,10,5,4,5,8,10,B
1,12,9,10,8,0,1,2,6,7,8,2,0,1,0,0,Y
1,6,7,8,8,5,9,2,11,7,8,4,2,2,3,4,Z
1,5,6,7,9,6,6,6,6,8,10,3,1,2,1,1,G
5,6,7,7,7,7,6,2,7,8,8,7,6,4,6,8,X
6,9,11,12,7,1,2,3,9,4,6,5,3,4,3,4,W
2,6,6,9,10,4,6,6,6,7,9,5,3,3,4,2,G
7,6,7,10,8,2,1,5,7,9,7,5,7,3,4,6,W
1,10,10,11,6,3,7,1,10,4,4,4,2,3,3,5,Y
3,8,9,7,9,6,6,8,5,8,10,6,3,5,7,8,Q
3,6,6,8,8,4,7,6,6,6,7,8,5,6,8,11,G
0,6,8,8,14,6,9,5,7,3,8,4,4,4,6,8,E
2,11,12,11,8,0,2,3,5,9,8,3,1,2,1,1,V
6,9,11,12,4,6,8,4,11,7,5,8,6,8,8,11,T
0,6,8,8,8,1,7,1,13,7,7,2,1,1,2,3,I
1,5,6,8,9,5,5,6,6,8,10,2,1,2,1,0,G
10,7,8,9,8,7,2,6,7,8,11,10,12,7,8,11,O
4,5,7,9,6,9,4,5,9,7,8,6,5,7,8,14,G
3,5,8,7,7,5,5,5,8,8,10,5,3,3,5,7,R
11,5,8,9,9,4,4,5,6,5,8,7,8,5,6,7,M
0,6,7,8,8,3,7,1,7,7,8,1,1,2,3,5,I
0,1,3,7,5,1,8,5,1,4,5,4,2,3,5,7,L
2,4,8,8,5,7,3,3,12,8,9,4,3,5,10,7,J
3,4,5,7,9,9,9,4,10,7,9,8,5,9,8,14,Q
9,8,11,13,7,2,2,2,6,10,8,7,7,5,7,9,W
3,12,6,9,8,0,4,12,6,7,8,5,4,4,6,9,U
2,8,10,9,6,4,6,2,11,5,3,4,2,4,4,9,T
4,7,10,10,9,9,5,4,8,5,7,8,8,6,7,8,E
2,12,11,10,9,1,4,3,8,5,8,6,3,4,6,8,V
0,6,7,8,8,3,7,1,7,7,8,1,1,2,4,2,I
3,11,9,9,9,1,6,5,11,3,6,5,3,5,5,7,U
6,6,7,4,9,8,8,5,7,6,3,9,8,7,8,9,D
1,6,11,9,4,1,5,2,13,5,8,3,1,2,1,3,F
5,4,8,9,6,5,4,5,7,6,7,7,4,10,8,14,O
0,7,6,8,14,7,11,6,7,3,7,4,2,4,6,8,E
5,7,5,10,9,4,2,4,7,7,8,4,7,3,7,5,Y
3,6,6,8,9,4,5,7,7,8,6,5,4,4,4,6,U
6,7,6,5,8,1,4,6,7,8,7,3,2,2,1,1,M
3,7,8,8,7,2,4,7,7,8,8,4,3,3,4,6,O
3,5,7,9,8,8,4,3,10,8,11,3,2,4,4,9,E
3,5,9,6,9,5,5,6,8,7,10,4,4,3,5,7,R
5,11,8,9,11,3,6,4,9,4,6,5,2,5,5,9,K
3,6,8,8,8,3,6,6,7,8,8,2,2,2,1,1,H
2,6,7,8,8,3,4,7,6,8,8,2,1,2,1,0,Q
0,6,7,8,8,7,6,4,5,8,8,1,0,1,1,0,S
0,8,13,9,4,3,2,6,11,3,8,5,4,4,6,8,P
3,7,5,8,11,6,5,3,12,7,9,5,3,5,5,9,L
3,4,6,8,10,6,4,4,11,9,11,4,2,5,4,9,E
2,7,8,8,8,3,5,3,13,7,7,6,3,7,6,11,S
2,7,10,10,5,2,5,3,13,6,8,5,3,4,5,7,F
2,2,5,6,7,3,3,1,5,6,4,5,3,2,4,6,A
8,7,7,10,8,9,3,6,7,7,9,10,11,7,8,9,G
3,8,4,10,12,5,4,3,11,8,10,7,4,7,7,13,L
2,5,2,7,13,6,4,4,12,9,9,7,4,9,7,13,L
3,11,9,9,9,1,7,7,10,4,8,6,3,4,6,9,U
0,6,7,8,15,7,10,6,7,3,7,3,2,3,5,7,E
5,6,7,7,9,7,4,7,7,8,4,5,5,3,6,8,A
3,10,9,9,9,1,7,5,6,6,8,5,3,4,4,5,U
5,6,9,8,6,1,4,2,10,7,7,4,2,2,3,4,N
2,2,2,6,9,2,2,3,10,10,8,3,1,2,3,4,A
2,5,7,8,8,6,9,2,11,8,8,4,2,3,4,6,Z
2,6,7,8,9,6,8,5,7,7,9,3,3,3,3,4,E
5,7,9,8,7,1,4,2,10,6,8,5,2,3,3,5,N
5,6,9,9,6,1,4,2,10,7,7,7,3,5,5,7,N
4,3,9,8,11,2,2,9,7,5,11,6,3,5,8,6,K
